,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.36056843,21620.533203125,1141.1929,0.0,22761.727,0.0,0.4560489,0.03145,-1.0,0.0317,-1.0,-1.0,-1.0,0.3846327782752222
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.35137236,10527.9453125,800.04694,4.9522247,11388.797,65.756905,0.4656827,0.046533335,0.0507,0.0482,0.91366667,0.91396666,0.9204,0.4066488296829015
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0026837161,67.28610229492188,146.33899,40.84412,238.53787,65.756905,0.36949804,0.33286667,0.33633333,0.3255,0.91366667,0.91396666,0.9204,0.3679443434804099
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-533.2366943359375,65.66303,864.0472,109.29017,1440.911,0.8389,0.8389,0.8398,0.8367,0.9001667,0.9024,0.902,0.8389000314597037
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-389.3426513671875,46.907375,617.20886,78.91331,1038.5575,0.83916664,0.83916664,0.8398333,0.8369,0.9096,0.9097,0.9108,0.8391666442311063
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.008575927,244.05242919921875,800.04694,857.7505,1406.4766,1220.1277,0.11201587,0.046533335,0.0507,0.0482,0.0771,0.069466665,0.0655,0.0793856749111745
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00619272,172.55621337890625,527.462,533.64087,731.87665,565.4993,0.09494494,0.0393,0.040333334,0.0369,0.0541,0.04586667,0.0473,0.0648032565168879
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.4019854,12046.3369140625,1028.347,13584.572,55.610603,565.4993,1.3500887,0.90176666,0.9035,0.9018,0.0541,0.04586667,0.0473,0.9993611767815036
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.46813008,28074.232421875,1189.4437,0.0,29263.676,0.0,0.50751936,0.023716666,-1.0,0.0222,-1.0,-1.0,-1.0,0.4368909274030204
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0004404031,-0.0132904052734375,65.66303,65.65339,65.75325,65.7569,0.8537392,0.8389,0.8398,0.8367,0.91366667,0.91396666,0.9204,0.8496100492410668
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0,-1220.32373046875,3090.1062,0.0,1869.7825,0.0,0.8949,0.8949,-1.0,0.8969,-1.0,-1.0,-1.0,0.8949000247202812
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.00022501302,-0.0711746215820312,92.99554,0.0,92.92436,0.0,0.92172354,0.91111666,-1.0,0.9122,-1.0,-1.0,-1.0,0.9170302176459502
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.2315527,6933.35546875,811.0586,18.983395,7888.414,162.98347,0.3761926,0.035933334,0.039466668,0.0354,0.2927,0.2893,0.2879,0.2993864141116247
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-15.770477294921877,598.6481,570.7625,378.1011,365.98602,0.22866666,0.22866666,0.22486667,0.2219,0.1416,0.14043333,0.1348,0.228666663888221
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.10032309,2996.46728515625,280.642,3689.175,36.96986,449.03564,0.7290344,0.5050667,0.5047333,0.5,0.060833335,0.0565,0.0502,0.7176068582400488
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.057358652,1707.5341796875,498.20276,9.960131,2242.7512,46.97433,0.28084973,0.1115,0.108333334,0.1025,0.9148333,0.9149,0.9219,0.245653523141337
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0004402805,-0.0169677734375,84.41861,84.40895,84.53206,84.53937,0.8536705,0.83883333,0.8397667,0.8366,0.91286665,0.9131,0.9187,0.8495437517005335
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.5589019,16753.83203125,800.04694,65.17494,18929.613,1440.911,0.57516456,0.046533335,0.0507,0.0482,0.9001667,0.9024,0.902,0.5287867234282546
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-670.86376953125,84.41861,1110.8843,139.30557,1836.635,0.83883333,0.83883333,0.8397667,0.8366,0.8929333,0.8947333,0.8949,0.8388333338629455
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0791733,2361.9736328125,498.20276,131.0827,3767.6514,1038.5575,0.31046394,0.1115,0.108333334,0.1025,0.9096,0.9097,0.9108,0.2739510224873523
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.014614686,425.2152099609375,652.6987,49.94884,1112.5045,84.53937,0.39984965,0.31436667,0.31646666,0.3067,0.91286665,0.9131,0.9187,0.3967894221122344
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.057909746,3461.0126953125,649.024,0.0,4110.0366,0.0,0.24996132,0.0798,-1.0,0.0743,-1.0,-1.0,-1.0,0.2031987511844863
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.32826847,19682.53515625,8383.74,0.0,28066.275,0.0,1.3148348,0.9097,-1.0,0.9072,-1.0,-1.0,-1.0,0.9990734227840492
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.048319582,1436.362060546875,46.907375,2239.094,16.09711,771.92163,0.99460083,0.83916664,0.8398333,0.8369,0.18336667,0.18433334,0.1817,0.9305497218748258
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.33690187,10093.830078125,65.66303,11371.501,8.120296,1220.1277,1.2493278,0.8389,0.8398,0.8367,0.0771,0.069466665,0.0655,0.9916724176874429
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.32122436,9623.5048828125,831.632,11123.322,65.8735,734.059,0.8029978,0.40223333,0.40823334,0.3955,0.0351,0.030033333,0.0329,0.7754407632742062
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.05328824,1585.421875,739.38074,2819.8877,238.97412,734.059,0.2610636,0.097833335,0.103133336,0.0986,0.0351,0.030033333,0.0329,0.2218159602126981
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,1.6710858,50119.34765625,9391.374,196.70149,60582.92,1268.9006,1.8198137,0.90573335,0.90753335,0.9031,0.90113336,0.8937333,0.8978,0.9999999992976588
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.07231365,2156.18408203125,1028.347,3744.603,211.84988,771.92163,1.0919161,0.90176666,0.9035,0.9018,0.18336667,0.18433334,0.1817,0.9775739246985288
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,1.67808,100671.2265625,10362.189,0.0,111033.414,0.0,1.7626245,0.8466333,-1.0,0.8445,-1.0,-1.0,-1.0,0.9999989173193726
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,6.846104,205369.90625,13218.648,76.31816,219781.14,1268.9006,2.6642492,0.8141,0.8155,0.8104,0.90113336,0.8937333,0.8978,0.9999999993074686
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-28.694488525390625,84.41861,306.21658,94.71206,345.20453,0.83883333,0.83883333,0.8397667,0.8366,0.61766666,0.61953336,0.6149,0.8388333338629455
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,7.016199,420958.375,18302.568,0.0,439260.94,0.0,2.7007256,0.82773334,-1.0,0.8258,-1.0,-1.0,-1.0,0.9999999993582568
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,1.5756787,47257.1328125,9391.374,713.5884,60534.527,4599.608,1.7933365,0.90573335,0.90753335,0.9031,0.89986664,0.89196664,0.8968,0.999999997892976
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0014464629,73.2158203125,7021.1885,0.0,7094.4043,0.0,0.9174263,0.8905333,-1.0,0.8918,-1.0,-1.0,-1.0,0.9065704963249192
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.48628736,14575.39453125,9391.374,2588.7368,29513.361,8135.329,1.3988293,0.90573335,0.90753335,0.9031,0.8990667,0.90096664,0.9,0.9997902422601735
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.004929274,134.65283203125,719.7582,54.80649,865.3614,65.756905,0.49707842,0.44743332,0.44946668,0.4514,0.91366667,0.91396666,0.9204,0.4970269452891706
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.25576574,7659.74609375,719.7582,9492.763,106.86911,1220.1277,0.8050405,0.44743332,0.44946668,0.4514,0.0771,0.069466665,0.0655,0.777687069408207
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.008046614,228.17303466796875,811.0586,906.3466,866.94403,734.059,0.09936288,0.035933334,0.039466668,0.0354,0.0351,0.030033333,0.0329,0.0646458564701021
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0004419203,0.0322265625,8308.138,8308.105,8135.3936,8135.329,0.9073647,0.8925,0.89323336,0.8929,0.8990667,0.90096664,0.9,0.9014768423851778
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,6.735913,202064.15625,13218.648,276.86502,219605.55,4599.608,2.6492991,0.8141,0.8155,0.8104,0.89986664,0.89196664,0.8968,0.9999999993074686
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.23880786,7151.01025390625,800.04694,17.96555,8098.962,165.87006,0.3920821,0.046533335,0.0507,0.0482,0.38386667,0.37786666,0.3775,0.3249473162273774
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.45880806,13751.0166015625,811.0586,5.232795,14641.382,84.53936,0.5148947,0.035933334,0.039466668,0.0354,0.91286665,0.9131,0.9187,0.4550889766571355
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00040632868,-1.0355224609375,719.7582,721.29395,1438.3397,1440.911,0.4616869,0.44743332,0.44946668,0.4514,0.9001667,0.9024,0.902,0.4616335113244691
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-29.52587890625,1256.65,4558.839,1267.8932,4599.608,0.9025667,0.9025667,0.9011667,0.9046,0.89986664,0.89196664,0.8968,0.9025666735492646
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.7187611,21549.607421875,811.0586,68.86745,24128.434,1836.635,0.63541687,0.035933334,0.039466668,0.0354,0.8929333,0.8947333,0.8949,0.5878280047770557
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.25890735,7753.9951171875,8308.138,631.2794,16699.754,1268.9006,1.2522967,0.8925,0.89323336,0.8929,0.90113336,0.8937333,0.8978,0.9961148714575528
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.00046979732,14.615882873535156,104.85257,0.0,119.46845,0.0,0.50774306,0.49241668,-1.0,0.4934,-1.0,-1.0,-1.0,0.5077424716382569
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.9642274,88913.59375,8308.138,109340.81,996.5711,13115.65,2.109921,0.8925,0.89323336,0.8929,0.8354,0.8391333,0.8348,0.9999999991990624
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00044148086,0.01904296875,4552.961,4552.9585,4599.6294,4599.608,0.91605735,0.9012,0.9015667,0.9043,0.89986664,0.89196664,0.8968,0.9098301874232964
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.20273438,6068.8056640625,8308.138,2290.139,16686.412,4599.608,1.2108822,0.8925,0.89323336,0.8929,0.89986664,0.89196664,0.8968,0.9932923155108884
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.8910482,86718.21875,13218.648,1004.40356,107067.79,8135.329,2.0163994,0.8141,0.8155,0.8104,0.8990667,0.90096664,0.9,0.999999986841904
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.48901567,14657.244140625,13218.648,3643.7485,33453.645,9221.501,1.3085773,0.8141,0.8155,0.8104,0.8984,0.90056664,0.8994,0.99442396390205
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,1.6575307,49712.69140625,1256.65,59997.695,193.14468,9221.501,1.8129323,0.9025667,0.9011667,0.9046,0.8984,0.90056664,0.8994,0.9999999978221954
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.04324455,1284.111083984375,652.6987,2384.7666,185.44843,633.4052,0.46141183,0.31436667,0.31646666,0.3067,0.08663333,0.081933334,0.078,0.4586329225069017
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.11547862,3451.13330078125,448.4145,122.48881,5217.97,1440.911,0.31442338,0.07413334,0.0736,0.0716,0.9001667,0.9024,0.902,0.2610688008819508
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.00496705,284.4510498046875,188.17993,0.0,472.63098,0.0,0.26285166,0.21301667,-1.0,0.2079,-1.0,-1.0,-1.0,0.2556409828902193
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.011480783,331.1981201171875,448.4145,1612.0433,387.6969,1220.1277,0.14989871,0.07413334,0.0736,0.0716,0.0771,0.069466665,0.0655,0.1203298725195108
