,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,comp_sgd_post,comp_sgd_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,risk_sgd_post,risk_sgd_prior,risk_sgd_test,seeger
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_param_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,148.0426,8882542.0,12.0,0.0,8882554.0,0.0,0.0,0.0,8.628663,0.0251,-1,0.0237,-1,-1,-1,0.025166666,-1,0.0237,0.9999999990920536
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_0001.h5/prior=0.0/seed=30,0.036219522,2159.599365234375,0.21537367,0.0,2159.8147,0.0,51182.78,0.0,0.3812725,0.2467,-1,0.2484,-1,-1,-1,0.0243,-1,0.0246,0.3729319676124442
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_l2/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,7.7234845,463395.5,16871.717,0.0,480267.22,0.0,848746.56,0.0,2.8675816,0.90245,-1,0.9026,-1,-1,-1,0.02415,-1,0.0231,0.999999999273196
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_001.h5/prior=0.0/seed=30,0.03194659,1903.2232666015625,0.28613764,0.0,1903.5094,0.0,381955.9,0.0,0.5727688,0.44638333,-1,0.4505,-1,-1,-1,0.0243,-1,0.0246,0.5723101206204668
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_0001.h5/prior=0.0/seed=30,0.23337233,13988.767578125,0.14188248,0.0,13988.909,0.0,8890.116,0.0,0.60802686,0.26643333,-1,0.2693,-1,-1,-1,0.0243,-1,0.0246,0.6034238322758738
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_path_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,20678.932,1240735872.0,0.0,0.0,1240735900.0,0.0,0.0,0.0,101.79387,0.1107,-1,0.123,-1,-1,-1,0.1107,-1,0.123,0.9999999991717748
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=param_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,31.858648,1911505.25,4061.97,0.0,1915567.2,0.0,9987550.0,0.0,4.893639,0.90248334,-1,0.9026,-1,-1,-1,0.02415,-1,0.0231,0.9999999992734444
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_0001.h5/prior=0.0/seed=30,0.083835475,5016.556640625,82.23633,0.0,5098.793,0.0,0.0,0.0,0.23038821,0.02565,-1,0.0271,-1,-1,-1,0.0243,-1,0.0246,0.1459841822709154
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_001.h5/prior=0.0/seed=30,0.36490047,21880.455078125,0.9095162,0.0,21881.365,0.0,971674940.0,0.0,1.3153919,0.88825,-1,0.8901,-1,-1,-1,0.0243,-1,0.0246,0.9983138793314312
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=sum_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,3.187898,191260.296875,6693.6685,0.0,197953.97,0.0,1870744.0,0.0,2.1603336,0.89781666,-1,0.899,-1,-1,-1,0.02415,-1,0.0231,0.9999999992386748
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_sum_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,27.877975,1672664.875,125.125,0.0,1672790.0,0.0,0.0,0.0,3.7579122,0.024416666,-1,0.0231,-1,-1,-1,0.02415,-1,0.0231,0.9999999990914172
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_0001.h5/prior=0.0/seed=30,0.013193031,778.0098876953125,0.23353185,0.0,778.2434,0.0,171643.22,0.0,0.21573561,0.13451667,-1,0.1424,-1,-1,-1,0.1107,-1,0.123,0.1961336984220417
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_001.h5/prior=0.0/seed=30,0.00022619926,0.0,131112980000.0,0.0,131112980000.0,0.0,0.0,0.0,0.91191816,0.9012833,-1,0.902,-1,-1,-1,0.0243,-1,0.0246,0.907506518227692
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,136.03128,8161863.0,41.0,0.0,8161904.0,0.0,0.0,0.0,8.271577,0.024416666,-1,0.0231,-1,-1,-1,0.02415,-1,0.0231,0.9999999990914172
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,64.00382,3840215.75,4061.97,0.0,3844277.8,0.0,12006182.0,0.0,6.5594897,0.90246665,-1,0.9025,-1,-1,-1,0.02415,-1,0.0231,0.99999999927332
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_001.h5/prior=0.0/seed=30,6.334375,380048.9375,3.46875,0.0,380052.4,0.0,0.0,0.0,1.804126,0.024466667,-1,0.0245,-1,-1,-1,0.0243,-1,0.0246,0.9986545668899148
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=path_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,1.6880814,101271.3125,252.83966,0.0,101524.15,0.0,187632100.0,0.0,1.8069168,0.8882,-1,0.8937,-1,-1,-1,0.02415,-1,0.0231,0.9999999875053748
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_0001.h5/prior=0.0/seed=30,0.3310444,19849.091796875,0.13921961,0.0,19849.23,0.0,49194.258,0.0,0.5293942,0.12255,-1,0.1331,-1,-1,-1,0.12021667,-1,0.1316,0.5064827805554575
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_001.h5/prior=0.0/seed=30,0.517029,31008.166015625,16.435547,0.0,31024.602,0.0,0.0,0.0,0.6288432,0.1204,-1,0.1321,-1,-1,-1,0.12021667,-1,0.1316,0.6085381593286661
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_0001.h5/prior=0.0/seed=30,0.486743,29191.0078125,154.01953,0.0,29345.027,0.0,0.0,0.0,0.6134103,0.12008333,-1,0.1315,-1,-1,-1,0.12021667,-1,0.1316,0.5930454195184112
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_path_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,3125.5093,187530544.0,32.0,0.0,187530580.0,0.0,0.0,0.0,39.555843,0.02415,-1,0.0231,-1,-1,-1,0.02415,-1,0.0231,0.9999999990911688
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_0001.h5/prior=0.0/seed=30,0.23267272,13946.791015625,0.006495598,0.0,13946.798,0.0,191311.58,0.0,0.45704785,0.11596667,-1,0.1277,-1,-1,-1,0.11,-1,0.1224,0.4273995946267078
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_0001.h5/prior=0.0/seed=30,0.0024835358,135.440185546875,0.10695389,0.0,135.54713,0.0,284017.66,0.0,0.14997205,0.11473333,-1,0.1239,-1,-1,-1,0.1107,-1,0.123,0.1384581833980961
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_001.h5/prior=0.0/seed=30,24411.979,1464718720.0,0.048041604,0.0,1464718700.0,0.0,204696.03,0.0,110.61639,0.13566667,-1,0.1426,-1,-1,-1,0.1107,-1,0.123,0.9999999991950268
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_0001.h5/prior=0.0/seed=30,0.3669251,22001.93359375,50.214844,0.0,22052.148,0.0,0.0,0.0,0.54844195,0.120116666,-1,0.1315,-1,-1,-1,0.12021667,-1,0.1316,0.5260232899841755
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_0001.h5/prior=0.0/seed=30,2.8449056,170680.75,184.21875,0.0,170864.97,0.0,0.0,0.0,1.3034996,0.11083333,-1,0.1228,-1,-1,-1,0.1107,-1,0.123,0.972337723647749
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_0001.h5/prior=0.0/seed=30,0.61382514,36815.9375,2.8564668,0.0,36818.793,0.0,207887.84,0.0,1.2583636,0.7043667,-1,0.707,-1,-1,-1,0.1107,-1,0.123,0.9832556552211144
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_001.h5/prior=0.0/seed=30,1.5581969,93478.2421875,0.029206362,0.0,93478.27,0.0,142076.66,0.0,1.0152489,0.13258334,-1,0.1398,-1,-1,-1,0.1107,-1,0.123,0.8924770179161998
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_001.h5/prior=0.0/seed=40,0.015145923,895.1834106445312,0.18659125,0.0,895.37,0.0,15363.885,0.0,0.41562277,0.3286,-1,0.3236,-1,-1,-1,0.02415,-1,0.0231,0.4132006265724433
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=30,0.03222806,1920.1116943359373,357.5912,0.0,2277.703,0.0,1221288300000.0,0.0,1.0276744,0.90073335,-1,0.9006,-1,-1,-1,0.1107,-1,0.123,0.9596081031402726
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_001.h5/prior=0.0/seed=40,0.2719544,16303.6904296875,25.675781,0.0,16329.366,0.0,0.0,0.0,0.39395088,0.0252,-1,0.0238,-1,-1,-1,0.025166666,-1,0.0237,0.3087718106263878
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_0001.h5/prior=0.0/seed=30,0.6990078,41926.8984375,0.36917707,0.0,41927.27,0.0,83327.09,0.0,1.0210052,0.42981666,-1,0.4426,-1,-1,-1,0.1107,-1,0.123,0.904496336348844
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_001.h5/prior=0.0/seed=30,0.0,-44850671616.0,44850676000.0,0.0,3045.8127,0.0,1442290100000.0,0.0,0.9,0.9,-1,0.9,-1,-1,-1,0.11,-1,0.1224,0.8999999783933168
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_001.h5/prior=0.0/seed=30,15558361.0,933501665280.0,33.09375,0.0,933501670000.0,0.0,0.0,0.0,2789.229,0.11073333,-1,0.1228,-1,-1,-1,0.1107,-1,0.123,0.9999999991718058
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_0001.h5/prior=0.0/seed=30,0.016624786,983.9151611328124,0.85555845,0.0,984.7707,0.0,225030.3,0.0,0.25827232,0.1671,-1,0.176,-1,-1,-1,0.1107,-1,0.123,0.2420615715279597
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_001.h5/prior=0.0/seed=30,0.8933705,53588.66015625,0.00081055163,0.0,53588.66,0.0,5.510646,0.0,0.97811186,0.30976668,-1,0.3192,-1,-1,-1,0.1107,-1,0.123,0.8816925102804132
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_0001.h5/prior=0.0/seed=30,2.9522126,177119.171875,245.60938,0.0,177364.78,0.0,0.0,0.0,1.3248512,0.1099,-1,0.1223,-1,-1,-1,0.11,-1,0.1224,0.975343182553278
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_0001.h5/prior=0.0/seed=30,4.729686,283767.59375,114.5,0.0,283882.1,0.0,0.0,0.0,1.648438,0.110633336,-1,0.1227,-1,-1,-1,0.1107,-1,0.123,0.9966831237022228
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_0001.h5/prior=0.0/seed=30,2.850852,171037.546875,31.5,0.0,171069.05,0.0,0.0,0.0,1.3047287,0.110816665,-1,0.1229,-1,-1,-1,0.1107,-1,0.123,0.9725198346366049
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_0001.h5/prior=0.0/seed=40,0.124186434,7437.6142578125,0.0011778179,0.0,7437.615,0.0,19069.705,0.0,0.5067518,0.25756666,-1,0.2569,-1,-1,-1,0.02415,-1,0.0231,0.5015783394739262
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_001.h5/prior=0.0/seed=30,14884625.0,893077487616.0,40424554000.0,0.0,933502060000.0,0.0,4671213000000.0,0.0,2728.9167,0.85653335,-1,0.8581,-1,-1,-1,0.11,-1,0.1224,0.9999999994655452
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_001.h5/prior=0.0/seed=30,0.80994064,48582.8671875,15.515625,0.0,48598.383,0.0,0.0,0.0,0.74720615,0.11083333,-1,0.1228,-1,-1,-1,0.1107,-1,0.123,0.7166382963621067
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_001.h5/prior=0.0/seed=30,24408.566,1464513920.0,102.75,0.0,1464514000.0,0.0,0.0,0.0,110.58385,0.11085,-1,0.1228,-1,-1,-1,0.1107,-1,0.123,0.9999999991719144
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,137.5238,8251415.0,66.0,0.0,8251481.0,0.0,0.0,0.0,8.462446,0.17016667,-1,0.1776,-1,-1,-1,0.17035,-1,0.1779,0.9999999992271577
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_0001.h5/prior=0.0/seed=40,0.1936014,11602.51171875,29.578125,0.0,11632.09,0.0,0.0,0.0,0.33719477,0.026066666,-1,0.0249,-1,-1,-1,0.02415,-1,0.0231,0.2483848410342389
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_0001.h5/prior=0.0/seed=30,0.004625067,263.9320678710937,1.259557,0.0,265.19162,0.0,7271.4663,0.0,0.16255547,0.11446667,-1,0.1243,-1,-1,-1,0.1107,-1,0.123,0.1474323333571998
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_001.h5/prior=0.0/seed=30,0.6300653,37790.34765625,8.109375,0.0,37798.457,0.0,0.0,0.0,0.672311,0.111033335,-1,0.121,-1,-1,-1,0.1107,-1,0.123,0.6490054340112481
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_param_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,135.06725,8104021.0,69.0,0.0,8104090.0,0.0,0.0,0.0,8.388051,0.17016667,-1,0.1776,-1,-1,-1,0.17035,-1,0.1779,0.9999999992271577
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_0001.h5/prior=0.0/seed=40,0.4252305,25500.2578125,0.03654458,0.0,25500.295,0.0,21698.27,0.0,0.49655223,0.03545,-1,0.0328,-1,-1,-1,0.02415,-1,0.0231,0.4339134712173358
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_0001.h5/prior=0.0/seed=30,0.6900696,41390.60546875,9.21875,0.0,41399.824,0.0,0.0,0.0,0.6982133,0.110816665,-1,0.1228,-1,-1,-1,0.1107,-1,0.123,0.6731877269084843
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_l2/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,5.978686,358707.59375,151.25,0.0,358858.84,0.0,0.0,0.0,1.9125715,0.1836,-1,0.1901,-1,-1,-1,0.16685,-1,0.1751,0.999631911231666
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_0001.h5/prior=0.0/seed=40,0.24837218,14888.7587890625,1.9741781,0.0,14890.733,0.0,25370.752,0.0,0.38735047,0.03495,-1,0.0316,-1,-1,-1,0.02415,-1,0.0231,0.3106939702476885
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_0001.h5/prior=0.0/seed=30,0.116946645,7003.22705078125,3.0478516,0.0,7006.275,0.0,0.0,0.0,0.35262924,0.110816665,-1,0.123,-1,-1,-1,0.1107,-1,0.123,0.3157832265982335
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_001.h5/prior=0.0/seed=40,0.23955587,14359.779296875,108.73535,0.0,14468.515,0.0,0.0,0.0,0.3721728,0.026083333,-1,0.025,-1,-1,-1,0.02415,-1,0.0231,0.2857423291900137
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_001.h5/prior=0.0/seed=30,0.004295384,244.15109252929688,1.3918183,0.0,245.54291,0.0,38044.0,0.0,0.18110988,0.13476667,-1,0.1417,-1,-1,-1,0.1107,-1,0.123,0.1684688165726468
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_0001.h5/prior=0.0/seed=40,0.6407902,38433.84375,0.090667576,0.0,38433.934,0.0,115925.44,0.0,0.7770012,0.21096666,-1,0.2059,-1,-1,-1,0.02415,-1,0.0231,0.7505215181078677
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_001.h5/prior=0.0/seed=40,43.782333,2626926.5,0.051680125,0.0,2626926.5,0.0,14987330.0,0.0,4.704183,0.025383333,-1,0.0239,-1,-1,-1,0.02415,-1,0.0231,0.9999999990923176
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_001.h5/prior=0.0/seed=40,0.00022619926,0.0,762985300000.0,0.0,762985300000.0,0.0,0.0,0.0,0.91191816,0.9012833,-1,0.902,-1,-1,-1,0.02415,-1,0.0231,0.907506518227692
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_0001.h5/prior=0.0/seed=40,0.06284352,3757.0390625,44.98633,0.0,3802.0254,0.0,0.0,0.0,0.20187849,0.024616666,-1,0.0235,-1,-1,-1,0.02415,-1,0.0231,0.1216150064846182
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_001.h5/prior=0.0/seed=30,0.00022619926,0.0,6431034000000.0,0.0,6431034000000.0,0.0,0.0,0.0,0.9106348,0.9,-1,0.9,-1,-1,-1,0.1107,-1,0.123,0.9062601052248782
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_0001.h5/prior=0.0/seed=40,0.17345247,10393.5751953125,86.44336,0.0,10480.019,0.0,0.0,0.0,0.31919318,0.0247,-1,0.0235,-1,-1,-1,0.02415,-1,0.0231,0.2283138389489172
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_001.h5/prior=0.0/seed=30,0.0,-5515282743296.0,5515283000000.0,0.0,603.7078,0.0,15349149000000.0,0.0,0.8998333,0.8998333,-1,0.8998,-1,-1,-1,0.11,-1,0.1224,0.8998333238102498
